Year,Study,Rs 0.5°C-MAT,Rs annual
2004,S23,0.15,651.5219392
2004,S23,0.23,651.5219392
2004,S23,0.58,651.5219392
2004,S23,0.2,651.5219392
2004,S23,0.29,651.5219392
2004,S23,0.34,651.5219392
2004,S23,0.35,651.5219392
2004,S23,0.47,651.5219392
2004,S23,0.77,651.5219392
2004,S23,0.51,651.5219392
2004,S23,1.38,651.5219392
2004,S23,0.39,651.5219392
2004,S23,1.62,651.5219392
2004,S23,1.48,651.5219392
2004,S23,0.91,651.5219392
2004,S23,1.9,651.5219392
2004,S23,1.08,651.5219392
2004,S23,0.94,651.5219392
2004,S23,0.96,651.5219392
2004,S23,0.38,651.5219392
2004,S23,1.06,651.5219392
2004,S23,1.17,651.5219392
2004,S23,0.39,651.5219392
2004,S23,1.51,651.5219392
2004,S23,0.91,651.5219392
2004,S23,1.39,651.5219392
2004,S23,1.37,651.5219392
2004,S23,1.7,651.5219392
2004,S23,0.65,651.5219392
2004,S23,1.67,651.5219392
2004,S23,1.19,651.5219392
2004,S23,0.22,651.5219392
2004,S23,0.36,651.5219392
2004,S23,0.53,651.5219392
2004,S23,0.35,651.5219392
2004,S23,0.27,651.5219392
2005,S23,0.49,741.0367922
2005,S23,1.11,741.0367922
2005,S23,1.7,741.0367922
2005,S23,0.4,741.0367922
2005,S23,0.45,741.0367922
2005,S23,0.53,741.0367922
2005,S23,0.6,741.0367922
2005,S23,0.56,741.0367922
2005,S23,0.35,741.0367922
2005,S23,2.59,741.0367922
2005,S23,0.82,741.0367922
2005,S23,0.33,741.0367922
2005,S23,1.69,741.0367922
2005,S23,0.72,741.0367922
2005,S23,2.57,741.0367922
2005,S23,2.22,741.0367922
2005,S23,1.58,741.0367922
2005,S23,2.12,741.0367922
2005,S23,1.9,741.0367922
2005,S23,2.36,741.0367922
2005,S23,2.16,741.0367922
2005,S23,1.3,741.0367922
2005,S23,1.23,741.0367922
2005,S23,1.57,741.0367922
2005,S23,1.37,741.0367922
2005,S23,2.17,741.0367922
2005,S23,3.34,741.0367922
2005,S23,2.81,741.0367922
2005,S23,2.89,741.0367922
2005,S23,2.45,741.0367922
2005,S23,2.54,741.0367922
2005,S23,0.93,741.0367922
2005,S23,2.46,741.0367922
2005,S23,2.93,741.0367922
2005,S23,0.58,741.0367922
2005,S23,0.39,741.0367922
2005,S23,0.29,741.0367922
2005,S23,0.37,741.0367922
2005,S23,0.19,741.0367922
2005,S23,0.34,741.0367922
2005,S23,0.33,741.0367922
2005,S23,0.32,741.0367922
2005,S23,0.16,741.0367922
2006,S23,0.75,661.735789
2006,S23,0.23,661.735789
2006,S23,0.31,661.735789
2006,S23,1.13,661.735789
2006,S23,0.34,661.735789
2006,S23,0.13,661.735789
2006,S23,0.92,661.735789
2006,S23,0.31,661.735789
2006,S23,0.52,661.735789
2006,S23,0.3,661.735789
2006,S23,0.16,661.735789
2006,S23,0.47,661.735789
2006,S23,0.42,661.735789
2006,S23,0.72,661.735789
2006,S23,1.31,661.735789
2006,S23,1.1,661.735789
2006,S23,1.18,661.735789
2006,S23,0.37,661.735789
2006,S23,1.2,661.735789
2006,S23,0.72,661.735789
2006,S23,1.86,661.735789
2006,S23,1.13,661.735789
2006,S23,1.27,661.735789
2006,S23,1.12,661.735789
2006,S23,1.87,661.735789
2006,S23,2.37,661.735789
2006,S23,0.77,661.735789
2006,S23,1.55,661.735789
2006,S23,2.34,661.735789
2006,S23,0.47,661.735789
2006,S23,1.47,661.735789
2006,S23,2.15,661.735789
2006,S23,0.46,661.735789
2006,S23,1.71,661.735789
2006,S23,0.75,661.735789
2006,S23,0.42,661.735789
2006,S23,2.07,661.735789
2006,S23,0.59,661.735789
2006,S23,0.61,661.735789
2006,S23,0.84,661.735789
2006,S23,2.15,661.735789
2006,S23,2.3,661.735789
2006,S23,2.48,661.735789
2006,S23,2.25,661.735789
2006,S23,1.16,661.735789
2006,S23,2.59,661.735789
2006,S23,2.5,661.735789
2006,S23,2.02,661.735789
2006,S23,2.41,661.735789
2006,S23,1.84,661.735789
2006,S23,0.86,661.735789
2006,S23,2.67,661.735789
2006,S23,0.02,661.735789
2006,S23,0.03,661.735789
2006,S23,1.34,661.735789
2006,S23,0.62,661.735789
2006,S23,0.02,661.735789
2006,S23,0.8,661.735789
2006,S23,0.29,661.735789
2006,S23,0.32,661.735789
2006,S23,0.2,661.735789
2006,S23,0.19,661.735789
